,file,latitude,longitude,Males,Females,Others
1236,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0023.JPG,40.5313,27.9535,0,0,0
1237,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0024.JPG,39.9399,27.4812,0,0,0
1238,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0025.JPG,38.7729,26.5415,0,0,0
1239,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0026.JPG,38.1836,26.0693,0,0,0
1240,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0027.JPG,37.6072,25.6038,0,0,0
1241,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0028.JPG,37.0215,25.1305,0,0,0
1242,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0029.JPG,36.4317,24.653,0,0,0
1243,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0030.JPG,36.0763,24.379,0,0,0
1244,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0031.JPG,34.7313,24.7926,0,0,0
1245,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0032.JPG,35.3412,25.2672,0,1,0
1246,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0033.JPG,35.9276,25.7409,0,0,0
1247,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0034.JPG,36.5077,26.211,0,0,0
1248,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0035.JPG,37.1134,26.6819,0,0,0
1249,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0036.JPG,37.6914,27.1554,0,0,0
1250,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0037.JPG,38.2705,27.6229,0,0,0
1251,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0038.JPG,38.861,28.096,0,0,0
1252,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0039.JPG,39.4461,28.5675,0,0,0
1253,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0040.JPG,40.0258,29.0363,1,0,0
1254,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0041.JPG,40.3654,29.3052,0,0,0
1255,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0043.JPG,51.9737,33.7114,0,0,0
1256,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0044.JPG,51.4507,33.2118,0,0,0
1257,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0045.JPG,50.9079,32.7264,0,0,0
1258,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0046.JPG,50.3677,32.2378,0,0,0
1259,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0047.JPG,49.8277,31.7461,0,0,0
1260,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0048.JPG,49.286,31.2552,0,0,0
1261,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0049.JPG,48.1951,30.2791,0,0,0
1262,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0050.JPG,47.6512,29.7896,0,0,0
1263,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0051.JPG,47.1626,29.3538,0,0,0
1264,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0052.JPG,45.9765,29.8929,0,0,0
1265,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0053.JPG,46.5301,30.3853,0,0,0
1266,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0054.JPG,47.0661,30.8711,0,0,0
1267,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0055.JPG,47.6155,31.3597,0,0,0
1268,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0056.JPG,48.159,31.8475,0,0,0
1269,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0057.JPG,48.6998,32.3333,0,0,0
1270,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0058.JPG,49.2421,32.8207,0,0,0
1271,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0059.JPG,49.7802,33.3101,0,0,0
1272,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0060.JPG,50.5762,34.0245,0,0,0
1273,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0061.JPG,49.1674,34.3537,0,0,0
1274,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0062.JPG,48.6184,33.8722,0,0,0
1275,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0063.JPG,48.0744,33.3852,0,0,0
1276,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0064.JPG,47.5291,32.8937,0,0,0
1277,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0065.JPG,46.988,32.4038,0,0,0
1278,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0066.JPG,46.4439,31.9188,0,0,0
1279,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0067.JPG,45.9009,31.4298,0,0,0
1280,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0068.JPG,45.3607,30.942,0,0,0
1281,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0069.JPG,44.8216,30.4584,0,0,0
1282,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0070.JPG,44.8054,30.4461,0,0,0
1283,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0071.JPG,43.6144,30.9841,0,0,0
1284,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0072.JPG,44.1725,31.4735,0,0,0
1285,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0073.JPG,44.7158,31.9599,0,0,0
1286,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0074.JPG,45.2582,32.4479,0,0,0
1287,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0075.JPG,45.8042,32.9372,0,0,0
1288,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0076.JPG,46.3438,33.4233,0,0,0
1289,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0077.JPG,47.4323,34.4004,0,0,0
1290,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0078.JPG,47.7381,34.6846,0,0,0
1291,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0001.JPG,44.4002,28.14,0,0,0
1292,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0002.JPG,43.7786,27.5933,0,0,0
1293,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0003.JPG,43.1871,27.1177,0,0,0
1294,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0004.JPG,42.603,26.6472,0,0,0
1295,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0005.JPG,42.0167,26.18,0,0,0
1296,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0006.JPG,41.4283,25.7008,0,0,0
1297,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0007.JPG,40.8481,25.2301,0,0,0
1298,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0008.JPG,40.2554,24.7639,0,0,0
1299,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0009.JPG,39.6717,24.289,0,0,0
1300,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0010.JPG,39.0829,23.8174,0,0,0
1301,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0011.JPG,38.7298,23.5387,0,0,0
1302,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0012.JPG,37.388,23.9403,0,0,0
1303,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0013.JPG,37.9889,24.4258,0,0,1
1304,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0014.JPG,38.5759,24.8955,0,0,0
1305,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0015.JPG,39.1671,25.3653,0,0,0
1306,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0016.JPG,39.7414,25.8393,0,0,0
1307,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0017.JPG,40.3385,26.3121,0,0,0
1308,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0018.JPG,40.9237,26.7788,0,0,0
1309,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0019.JPG,41.509,27.2496,0,0,0
1310,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0020.JPG,42.0948,27.72,0,0,0
1311,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0021.JPG,42.6837,28.1901,0,0,0
1312,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0022.JPG,43.029,28.4754,0,0,0
1313,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0023.JPG,41.7039,28.8888,0,0,0
1314,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0024.JPG,41.1015,28.4246,0,0,0
1315,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0025.JPG,40.524,27.9541,0,0,0
1316,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0026.JPG,39.9425,27.4832,0,0,0
1317,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0027.JPG,39.3636,27.0178,1,0,0
1318,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0028.JPG,38.7713,26.5407,0,0,0
1319,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0029.JPG,38.187,26.0676,1,0,0
1320,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0030.JPG,37.0127,25.125,0,0,0
1321,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0031.JPG,36.4229,24.6543,0,0,0
1322,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0032.JPG,36.0795,24.3749,0,0,0
1323,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0033.JPG,34.7461,24.7928,0,0,0
1324,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0034.JPG,35.3414,25.2673,0,1,0
1325,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0035.JPG,35.9313,25.7368,0,0,0
1326,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0036.JPG,36.5115,26.2096,0,0,0
1327,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0037.JPG,37.1074,26.6792,2,0,0
1328,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0038.JPG,37.6908,27.1522,0,0,0
1329,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0039.JPG,38.8593,28.0935,7,5,0
1330,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0040.JPG,39.4437,28.5636,0,0,0
1331,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0041.JPG,40.0255,29.0364,0,0,0
1332,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0042.JPG,40.3588,29.307,0,0,0
1333,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0044.JPG,51.9842,33.7063,0,0,0
1334,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0045.JPG,51.4552,33.2101,0,0,0
1335,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0046.JPG,50.9123,32.7272,0,0,0
1336,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0047.JPG,50.3703,32.2414,0,0,0
1337,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0048.JPG,49.8281,31.7536,0,0,0
1338,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0049.JPG,49.2896,31.2619,0,0,0
1339,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0050.JPG,48.7421,30.7743,0,0,0
1340,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0051.JPG,47.6565,29.8025,0,0,0
1341,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0052.JPG,47.1666,29.363,0,0,0
1342,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0053.JPG,45.9732,29.9048,0,0,0
1343,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0054.JPG,46.5263,30.3874,0,0,0
1344,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0055.JPG,47.0684,30.8738,0,0,0
1345,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0056.JPG,47.6123,31.3617,0,0,0
1346,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0057.JPG,48.1539,31.8494,0,0,0
1347,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0058.JPG,48.6974,32.3369,0,0,0
1348,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0059.JPG,49.2411,32.8254,0,1,0
1349,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0060.JPG,49.7805,33.3087,0,0,0
1350,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0061.JPG,50.3239,33.7993,0,0,0
1351,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0062.JPG,50.5737,34.0264,0,0,0
1352,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0063.JPG,49.1657,34.3544,0,0,0
1353,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0064.JPG,48.6236,33.874,0,0,0
1354,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0065.JPG,48.0827,33.3887,0,0,0
1355,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0066.JPG,47.5392,32.9016,0,0,0
1356,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0067.JPG,46.9993,32.4111,0,0,0
